key,freq,adjustment,ref_area,counterpart_area,ref_sector,counterpart_sector,accounting_entry,sto,instr_asset,activity,expenditure,unit_measure,prices,transformation,time_period,obs_value,obs_status,conf_status,pre_break_value,comment_obs,embargo_date,time_format,comment_ts,compiling_org,currency,data_comp,decimals,diss_org,last_update,ref_period_detail,ref_year_price,repyearend,repyearstart,table_identifier,time_per_collect,title,title_compl,unit_mult,comment_dset
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2000-Q1,2411110.61589388,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2000-Q2,2433007.89462558,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2000-Q3,2449279.09671583,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2000-Q4,2460961.78600268,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2001-Q1,2488115.13396739,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2001-Q2,2489210.16180845,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2001-Q3,2494431.51593567,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2001-Q4,2493091.69979951,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2002-Q1,2498682.19454156,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2002-Q2,2510330.86202854,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2002-Q3,2521825.22807797,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2002-Q4,2526512.61051309,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2003-Q1,2519737.79455734,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2003-Q2,2521014.84374677,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2003-Q3,2537393.09269934,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2003-Q4,2553569.40973832,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2004-Q1,2566916.20701456,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2004-Q2,2582918.38618062,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2004-Q3,2588745.70282851,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2004-Q4,2600258.20249684,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2005-Q1,2607195.1334873,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2005-Q2,2623372.1250675,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2005-Q3,2642941.71951999,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2005-Q4,2661218.29932471,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2006-Q1,2686384.63942075,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2006-Q2,2715917.36599095,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2006-Q3,2730673.18767592,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2006-Q4,2762571.20856107,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2007-Q1,2782054.68814811,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2007-Q2,2800759.43005094,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2007-Q3,2811542.33207832,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2007-Q4,2825796.20209841,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2008-Q1,2843891.78745858,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2008-Q2,2830048.02663235,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2008-Q3,2814630.14499843,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2008-Q4,2766071.610525,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2009-Q1,2681120.56842337,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2009-Q2,2681271.63003126,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2009-Q3,2691231.7906808,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2009-Q4,2703097.37127287,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2010-Q1,2713460.68429447,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2010-Q2,2738842.80816572,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2010-Q3,2751038.46791055,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2010-Q4,2767271.83281532,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2011-Q1,2793532.31399804,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2011-Q2,2793434.5909285,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2011-Q3,2793956.04293658,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2011-Q4,2785304.96012845,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2012-Q1,2778587.2745469,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
MNA.Q.Y.I9.W2.S1.S1.B.B1GQ._Z._Z._Z.EUR.LR.N,Q,Y,I9,W2,S1,S1,B,B1GQ,_Z,_Z,_Z,EUR,LR,N,2012-Q2,2768616.558073,A,F,,,,P3M,"Gross domestic product at market prices - Euro area 20 (fixed composition) as of 1 January 2023 - Domestic (home or reference area), Total economy, Euro, Chain linked volume (rebased), , Calendar and seasonally adjusted data",4D0,,,2,,,C,2020,,,,S,Gross domestic product at market prices,,6,
